first_5_runs_allowed,pitcher_id,pitcher_name,pitcher_era,pitcher_whip,pitcher_k9,pitcher_bb9,pitcher_kbb,pitcher_gbfb,pitcher_ip,pitcher_k_pct,pitcher_hr_pct,pitcher_wins,pitcher_losses,pitcher_exp_er_5ip,pitcher_exp_h_5ip,pitcher_exp_bb_5ip,pitcher_exp_k_5ip,pitcher_days_rest,is_home,year,date,team_id,opp_avg_runs_allowed,opp_avg_first5_allowed,predicted_f5,edge_vs_opp,event_id,is_lhp,opp_batting_first5,platoon_score,opp_heat_14,pitcher_team_heat_14,heat_differential
0,32769,Mike Clevinger,3.776,1.228,7.551,2.746,2.75,0.455,131.1,0.2004,0.0291,9.0,9.0,2.1,4.61,1.53,4.2,,0,2023,2023-04-02,18,5.97,1.0,1.65,-0.65,401471057,0,0.012,0.012,0.0,1.0,-1.0
2,35292,Brad Keller,4.59,1.929,6.186,8.98,0.689,1.357,45.1,0.1469,0.0142,3.0,4.0,2.55,4.66,4.99,3.44,,1,2023,2023-04-02,9,2.0,0.5,1.95,-1.45,401471061,0,1.497,1.497,2.0,1.0,1.0
1,42450,Joe Ryan,4.522,1.172,10.999,1.898,5.794,0.495,161.2,0.2932,0.0476,11.0,10.0,2.51,4.81,1.05,6.11,,0,2023,2023-04-02,7,4.5,1.5,2.21,-0.71,401471061,0,0.499,0.499,1.0,2.0,-1.0
3,38173,Jordan Montgomery,3.204,1.196,7.938,2.295,3.458,0.78,188.2,0.2136,0.0232,10.0,11.0,1.78,4.7,1.28,4.41,,1,2023,2023-04-02,14,8.98,8.96,3.72,5.24,401471066,1,2.996,2.996,3.0,9.0,-6.0
9,33148,Chris Bassitt,3.6,1.175,8.37,2.655,3.153,0.751,200.0,0.2252,0.0339,16.0,8.0,2.0,4.4,1.47,4.65,,0,2023,2023-04-02,24,4.01,3.0,2.15,0.85,401471066,0,8.961,8.961,9.0,3.0,6.0
3,31258,Jameson Taillon,4.848,1.278,8.177,2.395,3.415,0.623,154.1,0.2137,0.0412,8.0,10.0,2.69,5.06,1.33,4.54,,1,2023,2023-04-02,8,4.98,2.0,2.54,-0.54,401471060,0,2.977,2.977,3.0,2.0,1.0
2,39915,Eric Lauer,6.623,1.688,8.377,4.675,1.792,0.333,46.2,0.2038,0.0758,4.0,6.0,3.68,5.84,2.6,4.65,,0,2023,2023-04-02,16,8.94,2.98,3.82,-0.84,401471060,1,2.0,2.0,2.0,3.0,-1.0
6,4189711,Ken Waldichuk,5.362,1.56,8.426,4.532,1.859,0.697,141.0,0.2066,0.0376,4.0,9.0,2.98,5.28,2.52,4.68,,1,2023,2023-04-02,3,0.5,0.5,2.38,-1.88,401471053,1,8.485,8.485,6.0,0.0,6.0
0,32151,Tyler Anderson,5.426,1.489,7.596,4.085,1.859,0.449,141.0,0.1892,0.0318,6.0,6.0,3.01,5.18,2.27,4.22,,0,2023,2023-04-02,11,9.48,8.49,4.81,3.68,401471053,1,0.499,0.499,0.0,6.0,-6.0
1,31730,Noah Syndergaard,6.531,1.395,5.714,1.939,2.947,0.619,88.2,0.1432,0.0563,2.0,6.0,3.63,5.9,1.08,3.17,,1,2023,2023-04-02,29,5.5,4.49,4.23,0.26,401471054,0,1.0,1.0,1.0,4.5,-3.5
1,33829,Zach Davies,7.016,1.669,7.893,4.275,1.846,0.796,82.1,0.191,0.0265,2.0,5.0,3.9,5.97,2.38,4.38,,0,2023,2023-04-02,19,1.5,1.0,3.45,-2.45,401471054,0,4.492,4.492,4.5,1.0,3.5
4,33158,Marco Gonzales,5.22,1.46,6.12,3.24,1.889,0.68,50.0,0.1581,0.0233,4.0,1.0,2.9,5.5,1.8,3.4,,1,2023,2023-04-02,5,2.5,2.5,2.9,-0.4,401471058,1,2.506,2.506,2.5,2.5,0.0
5,39875,Cal Quantrill,5.262,1.472,5.262,3.175,1.657,0.678,99.2,0.1306,0.0248,4.0,7.0,2.92,5.59,1.76,2.92,,0,2023,2023-04-02,12,4.0,2.51,2.93,-0.42,401471058,0,2.498,2.498,2.5,2.5,0.0
0,34873,Seth Lugo,3.573,1.205,8.624,2.218,3.889,0.832,146.1,0.2318,0.0315,8.0,7.0,1.98,4.79,1.23,4.79,,1,2023,2023-04-02,27,5.48,3.99,2.43,1.56,401471067,0,0.514,0.514,0.5,4.0,-3.5
3,34897,Austin Gomber,5.504,1.489,5.633,2.784,2.023,0.747,139.0,0.1443,0.0431,9.0,9.0,3.06,5.9,1.55,3.13,,0,2023,2023-04-02,25,2.51,0.51,2.46,-1.95,401471067,1,3.988,3.988,4.0,0.5,3.5
1,31098,Martin Perez,4.462,1.409,5.928,3.123,1.898,0.855,141.2,0.153,0.0345,10.0,4.0,2.48,5.31,1.74,3.29,,1,2023,2023-04-02,22,2.09,2.05,2.35,-0.3,401471063,1,1.027,1.027,1.0,2.0,-1.0
2,4705677,Bailey Falter,5.387,1.421,6.733,2.244,3.0,0.679,80.2,0.1729,0.049,2.0,9.0,2.99,5.86,1.25,3.74,,0,2023,2023-04-02,13,1.03,1.03,2.55,-1.52,401471063,1,2.054,2.054,2.0,1.0,1.0
1,33696,Carlos Rodon,3.091,1.051,9.364,3.368,2.781,0.787,195.1,0.2573,0.0279,18.0,9.0,1.72,3.38,1.87,5.2,,1,2025,2025-03-27,8,12.0,5.03,2.48,2.55,401694911,1,3.004,3.004,3.0,4.0,-1.0
2,39825,Freddy Peralta,2.707,1.078,10.42,3.371,3.091,0.599,176.2,0.2822,0.029,17.0,6.0,1.5,3.52,1.87,5.79,,0,2025,2025-03-27,10,3.02,3.0,1.66,1.34,401694911,0,5.031,5.031,4.0,3.0,1.0
6,32811,Jose Berrios,4.175,1.301,7.482,3.036,2.464,0.732,166.0,0.1977,0.0372,9.0,5.0,2.32,4.82,1.69,4.16,,1,2025,2025-03-27,1,4.0,3.5,2.62,0.88,401694909,0,4.498,4.498,3.0,3.0,0.0
2,32804,Zach Eflin,5.949,1.421,6.329,1.646,3.846,0.73,71.1,0.1618,0.0583,6.0,5.0,3.31,6.19,0.91,3.52,,0,2025,2025-03-27,14,5.01,4.5,3.9,0.6,401694909,0,3.5,3.5,3.0,3.0,0.0
0,39636,MacKenzie Gore,4.183,1.357,10.459,3.618,2.891,0.626,159.2,0.2721,0.0294,5.0,15.0,2.32,4.77,2.01,5.81,,1,2025,2025-03-27,22,5.5,2.5,2.32,0.18,401694912,1,0.998,0.998,1.0,4.0,-3.0
1,31267,Zack Wheeler,2.714,0.938,11.763,1.991,5.909,0.711,149.2,0.3333,0.0325,10.0,5.0,1.51,3.59,1.11,6.53,,0,2025,2025-03-27,20,6.0,1.0,1.06,-0.06,401694912,0,2.497,2.497,4.0,1.0,3.0
2,31174,Nathan Eovaldi,1.731,0.854,8.931,1.454,6.143,1.048,130.0,0.2601,0.0202,11.0,3.0,0.96,3.46,0.81,4.96,,1,2025,2025-03-27,2,3.5,2.5,0.96,1.54,401694916,0,1.002,1.002,6.0,2.0,4.0
2,4297835,Garrett Crochet,2.589,1.029,11.19,2.019,5.543,0.973,205.1,0.3133,0.0295,18.0,5.0,1.44,4.02,1.12,6.22,,0,2025,2025-03-27,13,2.5,1.0,0.99,0.01,401694916,1,2.498,2.498,2.0,6.0,-4.0
2,35241,Sandy Alcantara,5.373,1.274,7.336,2.945,2.491,0.874,174.2,0.1906,0.0295,11.0,12.0,2.99,4.74,1.64,4.08,,1,2025,2025-03-27,23,4.0,1.0,2.54,-1.54,401694913,0,1.506,1.506,1.0,1.0,0.0
1,4719507,Paul Skenes,1.971,0.951,10.385,2.019,5.143,0.804,187.2,0.2947,0.015,10.0,10.0,1.1,3.63,1.12,5.77,,0,2025,2025-03-27,28,3.0,1.51,0.8,0.71,401694913,0,1.0,1.0,1.0,1.0,0.0
2,39635,Hunter Greene,2.771,0.942,11.082,2.183,5.077,0.52,107.2,0.3143,0.0357,7.0,4.0,1.54,3.5,1.21,6.16,,1,2025,2025-03-27,26,3.0,1.0,1.09,-0.09,401694914,0,1.501,1.501,0.0,3.0,-3.0
3,41216,Logan Webb,3.217,1.237,9.739,2.0,4.87,1.185,207.0,0.2617,0.0164,15.0,11.0,1.79,5.07,1.11,5.41,,0,2025,2025-03-27,17,4.0,1.5,1.49,0.01,401694914,0,1.004,1.004,3.0,0.0,3.0
0,4867679,Sean Burke,4.295,1.454,8.926,4.228,2.111,0.662,134.1,0.2232,0.0386,4.0,11.0,2.39,4.92,2.35,4.96,,1,2025,2025-03-27,3,2.02,2.0,2.23,-0.23,401694915,0,1.985,1.985,6.0,1.0,5.0
3,41415,Yusei Kikuchi,3.992,1.426,8.793,3.739,2.351,0.675,178.1,0.2254,0.0311,7.0,11.0,2.22,5.05,2.08,4.88,,0,2025,2025-03-27,4,2.98,1.98,2.06,-0.08,401694915,1,1.996,1.996,1.0,6.0,-5.0
2,41054,Cole Ragans,4.706,1.193,14.412,2.941,4.9,0.593,61.2,0.3813,0.0272,3.0,3.0,2.61,4.33,1.63,8.01,,1,2025,2025-03-27,5,3.0,0.5,2.02,-1.52,401694917,1,2.998,2.998,2.5,1.0,1.5
3,33194,Ben Lively,3.258,1.199,5.905,3.054,1.933,0.441,44.2,0.1629,0.0337,2.0,2.0,1.81,4.3,1.7,3.28,,0,2025,2025-03-27,7,4.5,3.0,1.96,1.04,401694917,0,0.505,0.505,1.0,2.5,-1.5
0,36581,Framber Valdez,3.656,1.245,8.766,3.188,2.75,1.466,192.0,0.2332,0.0187,13.0,11.0,2.03,4.45,1.77,4.87,,1,2025,2025-03-27,21,2.0,1.01,1.58,-0.57,401694919,1,0.012,0.012,4.0,0.0,4.0
3,32827,Clay Holmes,3.541,1.308,7.028,3.596,1.955,1.268,165.2,0.1822,0.0198,12.0,8.0,1.97,4.54,2.0,3.9,,0,2025,2025-03-27,18,1.01,0.01,1.22,-1.21,401694919,0,1.008,1.008,0.0,4.0,-4.0
4,40429,Michael King,3.447,1.204,9.357,3.201,2.923,0.642,73.1,0.2468,0.039,5.0,3.0,1.92,4.24,1.78,5.2,,1,2025,2025-03-27,15,1.03,0.02,1.17,-1.15,401694920,0,0.027,0.027,1.0,4.0,-3.0
3,30948,Chris Sale,2.588,1.07,11.861,2.3,5.156,0.669,125.2,0.3235,0.0216,7.0,5.0,1.44,4.07,1.28,6.59,,0,2025,2025-03-27,25,0.03,0.03,0.7,-0.67,401694920,1,0.023,0.023,4.0,1.0,3.0
2,32082,Sonny Gray,4.295,1.238,10.039,1.898,5.289,0.821,180.2,0.2669,0.0332,14.0,8.0,2.39,5.13,1.05,5.58,,1,2025,2025-03-27,9,7.0,4.5,2.99,1.51,401694918,0,1.501,1.501,2.0,9.0,-7.0
4,39671,Pablo Lopez,2.753,1.117,8.737,2.394,3.65,0.629,75.2,0.234,0.0192,5.0,4.0,1.53,4.26,1.33,4.85,,0,2025,2025-03-27,24,1.5,1.5,1.23,0.27,401694918,0,4.499,4.499,9.0,2.0,7.0
2,33748,Blake Snell,2.357,1.26,10.606,3.83,2.769,1.026,61.1,0.2835,0.0118,5.0,4.0,1.31,4.17,2.13,5.89,,1,2025,2025-03-27,6,7.0,3.98,1.75,2.23,401694922,1,2.0,2.0,0.0,4.5,-4.5
4,42409,Tarik Skubal,2.214,0.892,11.117,1.522,7.303,0.712,195.1,0.3222,0.0241,13.0,6.0,1.23,3.61,0.85,6.18,,0,2025,2025-03-27,19,3.01,2.0,1.08,0.92,401694922,1,3.985,3.985,4.5,0.0,4.5
7,39910,Zac Gallen,4.828,1.26,8.203,3.094,2.652,0.797,192.0,0.2153,0.0381,13.0,15.0,2.68,4.58,1.72,4.56,,1,2025,2025-03-28,16,6.5,0.52,2.09,-1.57,401694921,0,2.008,2.008,2.0,1.0,1.0
3,41022,Justin Steele,4.865,1.171,8.514,2.027,4.2,0.711,22.2,0.2283,0.0543,3.0,1.0,2.7,4.73,1.13,4.73,,0,2025,2025-03-28,29,5.0,2.01,2.56,-0.55,401694921,1,0.516,0.516,1.0,2.0,-1.0
1,41221,Logan Gilbert,3.435,1.031,11.885,2.13,5.581,0.662,131.0,0.3234,0.0374,6.0,6.0,1.91,3.97,1.18,6.6,,1,2025,2025-03-28,11,2.0,0.5,1.31,-0.81,401694923,0,1.5,1.5,2.42,2.5,-0.08
0,33263,Luis Severino,4.55,1.307,6.88,2.774,2.48,0.722,162.2,0.1759,0.0227,8.0,11.0,2.53,4.99,1.54,3.82,,0,2025,2025-03-28,12,2.51,1.5,2.23,-0.73,401694923,0,0.498,0.498,2.5,2.42,0.08
2,4208281,Ryan Pepiot,3.876,1.166,8.989,3.283,2.738,0.632,167.2,0.2459,0.0383,11.0,12.0,2.15,4.01,1.82,4.99,,1,2025,2025-03-28,27,3.5,1.0,1.7,-0.7,401694910,0,1.002,1.002,0.5,1.0,-0.5
0,33839,Kyle Freeland,4.994,1.424,6.88,2.109,3.263,0.712,162.2,0.1749,0.031,5.0,17.0,2.77,5.95,1.17,3.82,,0,2025,2025-03-28,30,3.0,1.0,2.33,-1.33,401694910,1,0.998,0.998,1.0,0.5,0.5
2,32667,Kevin Gausman,3.591,1.062,8.813,2.332,3.78,0.595,193.0,0.2439,0.0271,10.0,11.0,1.99,4.02,1.3,4.9,,1,2025,2025-03-28,1,4.0,3.5,2.3,1.2,401694924,0,4.498,4.498,3.214,2.929,0.285
5,29155,Charlie Morton,5.831,1.577,9.444,4.563,2.069,0.797,142.0,0.2278,0.0352,9.0,11.0,3.24,5.35,2.54,5.25,,0,2025,2025-03-28,14,5.01,4.5,3.84,0.66,401694924,0,3.5,3.5,2.929,3.214,-0.285
4,5201596,Connor Gillispie,8.654,1.654,7.962,3.808,2.091,0.63,26.0,0.187,0.0488,0,3.0,4.81,6.15,2.12,4.42,,1,2025,2025-03-28,23,4.0,1.0,4.36,-3.36,401694925,0,1.506,1.506,1.071,1.0,0.071
1,33722,Mitch Keller,4.191,1.261,7.666,2.606,2.941,0.796,176.1,0.2003,0.028,6.0,15.0,2.33,4.86,1.45,4.26,,0,2025,2025-03-28,28,3.0,1.51,2.03,-0.52,401694925,0,1.0,1.0,1.0,1.071,-0.071
1,4622181,Jack Leiter,3.869,1.283,8.81,3.988,2.209,0.608,151.2,0.2291,0.0279,10.0,10.0,2.15,4.2,2.22,4.89,,1,2025,2025-03-29,2,3.5,2.5,2.15,0.35,401694926,0,1.002,1.002,5.714,2.0,3.714
2,41009,Tanner Houck,8.125,1.713,6.667,3.542,1.882,0.961,43.2,0.1576,0.0493,0,3.0,4.51,6.6,1.97,3.7,,0,2025,2025-03-29,13,2.5,1.0,4.06,-3.06,401694926,0,2.498,2.498,2.0,5.714,-3.714
3,4717803,Hunter Brown,2.431,1.026,10.016,2.771,3.614,0.929,185.1,0.2826,0.0233,12.0,9.0,1.35,3.59,1.54,5.56,,1,2025,2025-03-29,21,2.0,1.01,0.9,0.11,401744558,0,0.012,0.012,3.714,0.214,3.5
1,3332018,Tylor Megill,3.965,1.366,11.762,4.361,2.697,0.692,68.1,0.2918,0.0197,5.0,5.0,2.2,4.41,2.42,6.53,,0,2025,2025-03-29,18,1.01,0.01,1.46,-1.45,401744558,0,1.008,1.008,0.214,3.714,-3.5
3,34943,Dylan Cease,4.554,1.327,11.518,3.804,3.028,0.595,168.0,0.2978,0.0291,8.0,12.0,2.53,4.52,2.11,6.4,,1,2025,2025-03-29,15,1.03,0.02,1.79,-1.77,401694927,0,0.027,0.027,1.214,3.857,-2.643
3,33860,Reynaldo Lopez,5.4,2.2,1.8,3.6,0.5,0.692,5.0,0.04,0.04,0,0,3.0,9.0,2.0,1.0,,0,2025,2025-03-29,25,0.03,0.03,2.26,-2.23,401694927,0,0.023,0.023,3.857,1.214,2.643
1,32968,Merrill Kelly,3.522,1.114,8.168,2.348,3.479,0.776,184.0,0.2233,0.0307,12.0,9.0,1.96,4.27,1.3,4.54,,1,2025,2025-03-29,16,6.5,0.52,1.36,-0.84,401694928,0,2.008,2.008,2.357,1.143,1.214
6,31258,Jameson Taillon,3.692,1.06,6.827,1.881,3.63,0.521,129.2,0.1888,0.0462,11.0,7.0,2.05,4.26,1.04,3.79,,0,2025,2025-03-29,29,5.0,2.01,1.9,0.11,401694928,0,0.516,0.516,1.143,2.357,-1.214
2,35124,Luis Castillo,3.546,1.188,8.091,2.297,3.522,0.699,180.2,0.2174,0.0309,11.0,8.0,1.97,4.66,1.28,4.5,,1,2025,2025-03-29,11,2.0,0.5,1.37,-0.87,401694930,0,1.5,1.5,1.0,2.5,-1.5
0,35397,Jeffrey Springs,4.105,1.211,7.263,2.842,2.556,0.467,171.0,0.1935,0.0393,11.0,11.0,2.28,4.47,1.58,4.04,,0,2025,2025-03-29,12,2.51,1.5,1.98,-0.48,401694930,1,0.498,0.498,2.5,1.0,1.5
2,4872587,Yoshinobu Yamamoto,2.494,0.993,10.445,3.066,3.407,1.159,173.2,0.2939,0.0205,12.0,8.0,1.39,3.26,1.7,5.8,,1,2025,2025-03-29,6,7.0,3.98,1.83,2.15,401694929,0,2.0,2.0,0.143,4.214,-4.071
0,33837,Jack Flaherty,4.64,1.28,10.509,3.298,3.186,0.589,161.0,0.2761,0.0338,8.0,15.0,2.58,4.57,1.83,5.84,,0,2025,2025-03-29,19,3.01,2.0,2.43,-0.43,401694929,0,3.985,3.985,4.214,0.143,4.071
6,32685,Max Fried,2.86,1.102,8.719,2.353,3.706,1.111,195.1,0.236,0.0175,19.0,5.0,1.59,4.2,1.31,4.84,,1,2025,2025-03-29,8,12.0,5.03,2.35,2.68,401694933,1,3.004,3.004,2.857,3.857,-1.0
16,36480,Nestor Cortes,6.334,1.642,7.654,5.279,1.45,0.493,34.1,0.1847,0.0828,2.0,4.0,3.52,5.28,2.93,4.25,,0,2025,2025-03-29,10,3.02,3.0,3.67,-0.67,401694933,1,5.031,5.031,3.857,2.857,1.0
0,4620398,Jonathan Cannon,5.843,1.492,7.5,3.314,2.263,0.603,103.2,0.1845,0.0408,4.0,10.0,3.25,5.62,1.84,4.17,,1,2025,2025-03-29,3,2.02,2.0,3.09,-1.09,401694937,0,1.985,1.985,5.571,1.143,4.428
0,40973,Jose Soriano,4.26,1.396,8.095,4.154,1.949,1.94,169.0,0.2099,0.0166,10.0,11.0,2.37,4.67,2.31,4.5,,0,2025,2025-03-29,4,2.98,1.98,2.21,-0.23,401694937,0,1.996,1.996,1.143,5.571,-4.428
1,33793,Erick Fedde,5.489,1.518,5.298,4.277,1.239,0.728,141.0,0.1332,0.0305,4.0,13.0,3.05,5.21,2.38,2.94,,1,2025,2025-03-29,9,7.0,4.5,3.65,0.85,401694940,0,1.501,1.501,1.0,1.0,0.0
1,42450,Joe Ryan,3.421,1.035,10.211,2.053,4.974,0.586,171.0,0.2816,0.0377,13.0,10.0,1.9,4.04,1.14,5.67,,0,2025,2025-03-29,24,1.5,1.5,1.6,-0.1,401694940,0,4.499,4.499,1.0,1.0,0.0
8,28976,Max Scherzer,5.188,1.294,8.682,2.435,3.565,0.379,85.0,0.2291,0.0531,5.0,5.0,2.88,5.12,1.35,4.82,,1,2025,2025-03-29,1,4.0,3.5,3.18,0.32,401694931,0,4.498,4.498,8.0,5.0,3.0
5,38295,Dean Kremer,4.206,1.215,7.465,2.366,3.156,0.671,171.2,0.2006,0.0311,11.0,10.0,2.34,4.76,1.31,4.15,,0,2025,2025-03-29,14,5.01,4.5,2.94,1.56,401694931,0,3.5,3.5,5.0,8.0,-3.0
2,41290,Jake Irvin,5.7,1.428,6.2,3.1,2.0,0.951,180.0,0.1576,0.0483,9.0,13.0,3.17,5.42,1.72,3.44,,1,2025,2025-03-29,22,5.5,2.5,3.17,-0.67,401694934,0,0.998,0.998,2.0,2.0,0.0
2,39667,Jesus Luzardo,3.93,1.223,10.611,2.8,3.789,0.746,183.2,0.285,0.0211,15.0,7.0,2.18,4.56,1.56,5.9,,0,2025,2025-03-29,20,6.0,1.0,1.73,-0.73,401694934,1,2.497,2.497,2.0,2.0,0.0
1,36052,Zack Littell,3.818,1.106,6.284,1.547,4.062,0.687,186.2,0.1713,0.0474,10.0,8.0,2.12,4.67,0.86,3.49,,1,2025,2025-03-29,27,3.5,1.0,1.67,-0.67,401694932,0,1.002,1.002,1.0,0.0,1.0
0,33750,Antonio Senzatela,6.646,1.838,5.054,3.254,1.553,0.798,130.0,0.1181,0.0356,4.0,15.0,3.69,7.38,1.81,2.81,,0,2025,2025-03-29,30,3.0,1.0,3.24,-2.24,401694932,0,0.998,0.998,0.0,1.0,-1.0
1,5216700,Valente Bellozo,4.661,1.332,5.993,2.552,2.348,0.47,81.1,0.1552,0.0431,1.0,4.0,2.59,5.24,1.42,3.33,,1,2025,2025-03-29,23,4.0,1.0,2.14,-1.14,401694935,0,1.506,1.506,1.0,1.0,0.0
1,4705677,Bailey Falter,4.46,1.287,5.827,3.309,1.761,0.566,125.1,0.1564,0.0367,7.0,7.0,2.48,4.6,1.84,3.24,,0,2025,2025-03-29,28,3.0,1.51,2.18,-0.67,401694935,1,1.0,1.0,1.0,1.0,0.0
2,42433,Nick Lodolo,3.342,1.082,8.988,1.786,5.032,0.804,156.2,0.243,0.0343,9.0,8.0,1.86,4.42,0.99,4.99,,1,2025,2025-03-29,26,3.0,1.0,1.41,-0.41,401694936,1,1.501,1.501,2.0,2.0,0.0
2,6341,Justin Verlander,3.849,1.362,8.112,3.079,2.635,0.551,152.0,0.2069,0.0242,4.0,11.0,2.14,5.1,1.71,4.51,,0,2025,2025-03-29,17,4.0,1.5,1.84,-0.34,401694936,0,1.004,1.004,2.0,2.0,0.0
3,34873,Seth Lugo,4.156,1.296,7.753,3.411,2.273,0.647,145.1,0.2046,0.0442,8.0,7.0,2.31,4.58,1.9,4.31,,1,2025,2025-03-29,5,3.0,0.5,1.71,-1.21,401694939,0,2.998,2.998,3.0,1.0,2.0
1,4345076,Gavin Williams,3.068,1.274,9.312,4.468,2.084,0.854,167.2,0.2457,0.0327,12.0,5.0,1.7,3.89,2.48,5.17,,0,2025,2025-03-29,7,4.5,3.0,1.85,1.15,401694939,0,0.505,0.505,1.0,3.0,-2.0
2,34973,Tyler Mahle,2.193,1.137,6.891,3.028,2.276,0.63,86.2,0.1908,0.0145,6.0,4.0,1.22,4.0,1.68,3.83,,1,2025,2025-03-29,2,3.5,2.5,1.22,1.28,401694938,0,1.002,1.002,2.0,4.0,-2.0
4,39251,Walker Buehler,4.929,1.516,6.571,4.357,1.508,0.739,126.0,0.1628,0.0389,10.0,7.0,2.74,5.16,2.42,3.65,,0,2025,2025-03-29,13,2.5,1.0,2.29,-1.29,401694938,0,2.498,2.498,4.0,2.0,2.0
0,4726080,Spencer Arrighetti,5.385,1.425,7.949,5.128,1.55,0.619,35.1,0.1987,0.0385,1.0,5.0,2.99,4.27,2.85,4.42,,1,2025,2025-03-29,21,2.0,1.01,2.54,-1.53,401694941,0,0.012,0.012,0.0,1.0,-1.0
1,41065,Griffin Canning,3.784,1.38,8.279,4.139,2.0,1.065,76.1,0.2134,0.0244,7.0,3.0,2.1,4.6,2.3,4.6,,0,2025,2025-03-29,18,1.01,0.01,1.36,-1.35,401694941,0,1.008,1.008,1.0,0.0,1.0
0,4722847,Randy Vasquez,3.851,1.329,5.27,3.514,1.5,0.672,133.2,0.1368,0.0281,6.0,7.0,2.14,4.69,1.95,2.93,,1,2025,2025-03-29,15,1.03,0.02,1.4,-1.38,401694942,0,0.027,0.027,0.0,0.0,0.0
0,4424862,Spencer Schwellenbach,3.103,0.971,8.82,1.47,6.0,0.901,110.2,0.2488,0.03,7.0,4.0,1.72,4.04,0.82,4.9,,0,2025,2025-03-29,25,0.03,0.03,0.98,-0.95,401694942,0,0.023,0.023,0.0,0.0,0.0
3,4721302,Brandon Pfaadt,5.261,1.334,7.509,1.89,3.973,0.733,176.2,0.1917,0.0339,13.0,9.0,2.92,5.62,1.05,4.17,,1,2025,2025-03-30,16,6.5,0.52,2.33,-1.81,401694943,0,2.008,2.008,2.0,0.5,1.5
1,5134630,Shota Imanaga,3.745,0.992,7.302,1.623,4.5,0.429,144.2,0.2063,0.0547,9.0,8.0,2.08,4.06,0.9,4.06,,0,2025,2025-03-30,29,5.0,2.01,1.93,0.08,401694943,1,0.516,0.516,0.5,2.0,-1.5
2,5134638,Roki Sasaki,4.488,1.44,6.981,5.485,1.273,0.636,36.1,0.1739,0.0373,1.0,1.0,2.49,4.16,3.05,3.88,,1,2025,2025-03-30,6,7.0,3.98,2.94,1.04,401694944,0,2.0,2.0,2.0,4.0,-2.0
4,4734319,Reese Olson,3.167,1.217,8.578,3.299,2.6,0.759,68.2,0.2281,0.0175,4.0,4.0,1.76,4.25,1.83,4.77,,0,2025,2025-03-30,19,3.01,2.0,1.61,0.39,401694944,0,3.985,3.985,4.0,2.0,2.0
2,4654313,Bryce Miller,5.694,1.41,7.392,3.396,2.176,0.647,90.1,0.1888,0.0434,4.0,6.0,3.16,5.16,1.89,4.11,,1,2025,2025-03-30,11,2.0,0.5,2.56,-2.06,401694945,0,1.5,1.5,1.5,0.5,1.0
1,5132624,Osvaldo Bido,5.909,1.616,7.727,3.977,1.943,0.443,79.2,0.1873,0.0523,2.0,5.0,3.28,5.87,2.21,4.29,,0,2025,2025-03-30,12,2.51,1.5,2.98,-1.48,401694945,0,0.498,0.498,0.5,1.5,-1.0
3,32815,Marcus Stroman,6.231,1.538,6.0,3.692,1.625,0.926,39.0,0.1486,0.0343,3.0,2.0,3.46,5.64,2.05,3.33,,1,2025,2025-03-30,8,12.0,5.03,4.22,0.81,401694948,0,3.004,3.004,3.0,5.0,-2.0
5,40934,Aaron Civale,4.853,1.265,7.765,2.912,2.667,0.535,102.0,0.2023,0.0368,4.0,9.0,2.7,4.71,1.62,4.31,,0,2025,2025-03-30,10,3.02,3.0,2.85,0.15,401694948,0,5.031,5.031,5.0,3.0,2.0
0,4683356,Mitchell Parker,5.7,1.437,5.646,3.179,1.776,0.605,164.2,0.1421,0.0345,9.0,16.0,3.17,5.42,1.77,3.14,,1,2025,2025-03-30,22,5.5,2.5,3.17,-0.67,401694949,1,0.998,0.998,0.0,3.0,-3.0
3,33709,Aaron Nola,6.026,1.35,9.277,2.678,3.464,0.752,94.1,0.2401,0.0446,5.0,10.0,3.35,5.26,1.49,5.15,,0,2025,2025-03-30,20,6.0,1.0,2.9,-1.9,401694949,0,2.497,2.497,3.0,0.0,3.0
1,33148,Chris Bassitt,3.968,1.329,8.783,2.751,3.192,0.857,170.1,0.2255,0.0299,11.0,9.0,2.2,5.11,1.53,4.88,,1,2025,2025-03-30,1,4.0,3.5,2.5,1.0,401694946,0,4.498,4.498,1.0,2.0,-1.0
2,4142423,Tomoyuki Sugano,4.643,1.331,6.076,2.064,2.944,0.688,157.0,0.157,0.0489,10.0,10.0,2.58,5.51,1.15,3.38,,0,2025,2025-03-30,14,5.01,4.5,3.18,1.32,401694946,0,3.5,3.5,2.0,1.0,1.0
1,42480,Taj Bradley,5.063,1.315,8.038,3.544,2.268,0.764,142.2,0.2099,0.0314,6.0,8.0,2.81,4.61,1.97,4.47,,1,2025,2025-03-30,27,3.5,1.0,2.36,-1.36,401694947,0,1.002,1.002,1.0,2.0,-1.0
2,4019484,Ryan Feltner,4.784,1.495,7.475,3.588,2.083,0.922,30.1,0.1852,0.0296,0,2.0,2.66,5.48,1.99,4.15,,0,2025,2025-03-30,30,3.0,1.0,2.21,-1.21,401694947,0,0.998,0.998,2.0,1.0,1.0
2,4345164,Max Meyer,4.766,1.433,9.533,2.804,3.4,0.99,64.2,0.2386,0.0421,3.0,5.0,2.65,5.61,1.56,5.3,,1,2025,2025-03-30,23,4.0,1.0,2.2,-1.2,401694950,0,1.506,1.506,2.0,1.0,1.0
